Auftragsname,Wörter,Zeit,Von,Sprache,Übersetzung,Korrektur,Kanal,Ablageort,Eingang,Lieferdatum,Deadline,Abteilung,Status,Verantwortlich,Bereich
2026-02-03T14-17-44_PM-History-Texts.xml,,,TJa,DE,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.02,12/2/2025,1/4/2026,2/3/2026,Product Management,geliefert,FSc,Vertrieb
2026-02-03T15-55-13_PM-History-Texts_korr-de.xml,,,TJa,EN,Franziska,,LS-Tracker,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.02,2/3/2025,2/3/2026,2/3/2026,Product Management,geliefert,,Vertrieb
"2026_Ankuendigung_FRITZ!Repeater_2400_Edition International-de.docx,503,,APa,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/13/2025,2/16/2026,2/20/2026,Sales Marketing,Ü-fertig,Hme,Entwicklung"
"2026_Ankuendigung_FRITZ!Repeater_2400_Edition International-de.docx,503,,APa,PL,Yabylon,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/13/2025,2/16/2026,2/20/2026,Sales Marketing,geliefert,Hme,Entwicklung"
"2026_Ankuendigung_FRITZ!Repeater 600 Edition International-de.docx,443,,APa,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/13/2025,2/16/2026,2/20/2026,Sales Marketing,Ü-fertig,Hme,Entwicklung"
"2026_Ankuendigung_FRITZ!Repeater 600 Edition International-de.docx,443,,APa,Pl,Yabylon,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.02"",2/13/2025,2/16/2026,2/20/2026,Sales Marketing,geliefert,Hme,Entwicklung"
NL_Newsletter_März.docx,514,,Pse,NL,Angelique,,LS-Tracker,BP-Technik,3/4/2025,3/10/2026,3/13/2026,Channel Sales,geliefert,Hme,Entwicklung
4614_en-GB_technik_20260304-092633.xml,367,,Pse,EN,John,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,Vertrieb
4746_en-GB_security_und_software_20260304-091506.xml,104,,Pse,EN,John,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,Vertrieb
4747_en-GB_failsafe_20260304-091557.xml,295,,Pse,EN,John,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,D2C
4748_en-GB_fritz_wissensdatenbank_20260304-091553.xml,277,,Pse,EN,John,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,D2C
4749_en-GB_upload_freigabe_fuer_einfachen_dateiaustausch_20260304-091549.xml,409,,Pse,EN,John,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,D2C
4750_en-GB_wi_fi_7_das_multi_gigabit_wlan_ist_da_20260304-091544.xml,526,,Pse,EN,Lisa,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,D2C
4751_en-GB_smart_home_mit_fritz_und_matter_20260304-091540.xml,463,,Pse,EN,Lisa,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,D2C
4752_en-GB_smart_home_mit_fritz_und_zigbee_20260304-091535.xml,1083,,Pse,EN,Lisa,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4753_en-GB_schon_gewusst_20260304-091608.xml,166,,Pse,EN,Lisa,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4754_en-GB_internetnutzung_im_unternehmen_gezielt_steuern_20260304-091522.xml,668,,Pse,EN,Susan,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4755_en-GB_sicherer_zugriff_firewall_und_portfreigaben_20260304-091530.xml,572,,Pse,EN,Susan,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4756_en-GB_mesh_mit_fritz_20260304-091526.xml,394,,Pse,EN,Susan,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4757_en-GB_die_welt_ist_dein_hotspot_20260304-091517.xml,672,,Pse,EN,Susan,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
4758_en-GB_wenn_glasfaser_dann_fritz_20260304-091512.xml,338,,Pse,EN,Susan,,LS-Tracker,BP-Technik,3/4/2025,3/20/2026,3/20/2026,Channel Sales,geliefert,Hme,KM
"Übersetzung Stichpunkte für Social Media Karussell,53,,KGo,EN,Lisa,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2025.12"",12/30/2025,1/16/2026,1/16/2026,D2C Ecommerce,geliefert,Hme,KM"
"Übersetzung Stichpunkte für Social Media Karussell,53,,KGo,IT,Laura,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2025.12"",12/30/2025,1/16/2026,1/16/2026,D2C Ecommerce,geliefert,Hme,KM"
"Übersetzung Stichpunkte für Social Media Karussell,53,,KGo,ES,Alba,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2025.12"",12/30/2025,1/16/2026,1/16/2026,D2C Ecommerce,geliefert,Hme,KM"
"Übersetzung Stichpunkte für Social Media Karussell,53,,KGo,NL,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2025.12"",12/30/2025,1/16/2026,1/16/2026,D2C Ecommerce,geliefert,Hme,KM"
"Übersetzung Stichpunkte für Social Media Karussell,53,,KGo,FR,Marie,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2025.12"",12/30/2025,1/16/2026,1/16/2026,D2C Ecommerce,geliefert,Hme,D2C"
2026-01-06T14-01-35_PM-History-Texts.xml,,,TJa,DE,Franziska,,Mail,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/5/2026,1/5/2026,1/5/2026,Product Management,geliefert,FSc,D2C
2026-01-06T14-40-23_PM-History-Texts_korr-de.xml,,,TJa,EN,John,,Mail,Z:\Produkte\F!Box allgemein\Info.txt\Release\25_Smart24-P2\2026.01,1/5/2026,1/5/2026,1/5/2026,Product Management,geliefert,FSc,D2C
IT-Standalone-NL-2026.docx,255,,Jwg,IT,Cristina,Laura,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/5/2026,1/12/2026,1/12/2026,Channel Sales,geliefert,Msi,D2C
Übersetzung Januar newsletter NL.docx,269,,Pse,NL,Angelique,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/5/2026,1/9/2026,1/13/2026,Channel Sales,,Msi,D2C
Information zu Speicherkrise 18122025.docx,519,,Dhr,EN,John,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/5/2026,1/6/2026,ASAP,Corporate Communications,,Msi,Vertrieb
Information zu Speicherkrise 18122025.docx,519,,Dhr,IT,Cristina,Laura,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/5/2026,1/7/2026,ASAP,Corporate Communications,,Msi,Entwicklung
Information zu Speicherkrise 18122025.docx,519,,Dhr,NL,Marion,Angelique,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/5/2026,1/7/2026,ASAP,Corporate Communications,,Msi,Entwicklung
METAFIELDS,,,CST,EN,John,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01\KW2,1/6/2026,1/8/2026,1/12/2026,D2C Ecommerce,,Lbo,Entwicklung
METAFIELDS,,,CST,ES,Helena,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01\KW2,1/6/2026,1/7/2026,1/12/2026,D2C Ecommerce,geliefert,Lbo,Entwicklung
METAFIELDS,,,CST,FR,Martine,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01\KW2,1/6/2026,1/8/2026,1/12/2026,D2C Ecommerce,ausgecheckt,Lbo,Entwicklung
METAFIELDS,,,CST,IT,Laura,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01\KW2,1/6/2026,1/8/2026,1/12/2026,D2C Ecommerce,,Lbo,Entwicklung
METAFIELDS,,,CST,NL,Angelique,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01\KW2,1/6/2026,1/8/2026,1/12/2026,D2C Ecommerce,NICHT ausgecheckt,Lbo,Entwicklung
Newsletter-IT-01-26.docx,44,,Jwg,IT,Cristina,Laura,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/6/2026,1/16/2026,1/15/2026,Channel Sales,geliefert,Hme,Entwicklung
Newsletter-ES-01-26.docx,128,,Jwg,ES,Alba,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/6/2026,1/16/2026,1/15/2026,Channel Sales,geliefert,Hme,Kommunikation
MyFapp_20260107-de.xml,,,KSu,DE,Carsten,Franziska,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/8/2026,1/8/2026,User Interface & Clients,geliefert,FSc,Vertrieb
Übersetzung Newsletter Solden-de.docx,36,,Atc,Nl,Angelique,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/7/2026,1/12/2026,1/9/2026,D2C Ecommerce,geliefert,Hme,D2C
MyFapp_20260107-de.xml,,,KSu,EN,John,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,D2C
MyFapp_20260107-de.xml,,,KSu,Es,Helena,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,D2C
MyFapp_20260107-de.xml,,,KSu,Fr,Marie,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,D2C
MyFapp_20260107-de.xml,,,KSu,It,Laura,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,D2C
MyFapp_20260107-de.xml,,,KSu,Nl,Angelique,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,KM
MyFapp_20260107-de.xml,,,KSu,Pl,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,KM
MyFapp_20260107-de.xml,,,KSu,SL,Yabylon,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\Android\deutsch\2026.01,1/7/2026,1/12/2026,1/12/2026,User Interface & Clients,geliefert,FSc,KM
Übersetzung Abbinder Newsletter D2C_de.docx,16,,Atc,EN,John,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/7/2026,1/14/2026,1/14/2026,D2C Ecommerce,geliefert,Hme,KM
Übersetzung Abbinder Newsletter D2C_de.docx,16,,Atc,NL,Angelique,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/7/2026,1/14/2026,1/14/2026,D2C Ecommerce,geliefert,Hme,KM
Übersetzung Abbinder Newsletter D2C_de.docx,16,,Atc,IT,Laura,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/7/2026,1/14/2026,1/14/2026,D2C Ecommerce,ausgecheckt,Hme,KM
Übersetzung Abbinder Newsletter D2C_de.docx,16,,Atc,ES,Alba,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/7/2026,1/14/2026,1/14/2026,D2C Ecommerce,geliefert,Hme,KM
Data Act FRITZ!Smart-int-de.docx,341,,LLe,It,Cristina,Laura,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/21/2026,1/23/2026,Technical Communication,geliefert,FSc,KM
Data Act FRITZ!Smart-int-de.docx,341,,LLe,Nl,Angelique,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/16/2026,1/23/2026,Technical Communication,geliefert,FSc,KM
Data Act FRITZ!Smart-int-de.docx,341,,LLe,DA,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,KM
Data Act FRITZ!Smart-int-de.docx,341,,LLe,EN,John,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,Es,Alba,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,Fi,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,Fr,Marie,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,NO,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,Pl,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,SV,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Data Act FRITZ!Smart-int-de.docx,341,,LLe,SL,Yabylon,,Mail,Z:\Produkte\Einleger und juristische Texte\Data Act\FRITZ!Smart\2026.01,1/7/2026,1/14/2026,1/30/2026,Technical Communication,geliefert,FSc,Vertrieb
Frohes neues Jahr 2026.docx,83,,Pse,NL,Angelique,,Mail,Z:\Produkte\FRITZ!com\deutsch\2026.01,1/8/2026,1/8/2026,1/8/2026,Channel Sales,,Msi,Vertrieb
"MWC-save-the-date-2026-de.docx,112,,BAl,EN,John,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/9/2026,1/12/2026,1/13/2026,Corporate Communications,geliefert,FSc,Vertrieb"
"German_Design_Award-de.docx,101,,PSe,Nl,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/9/2026,1/14/2026,1/20/2026,Channel Sales,geliefert,FSc,Vertrieb"
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000951_EngineeringModules_de-DE_en-GB.Fragments.xml,,,Cmi,EN,John,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000951_de-DE_en-GB.xml,1/12/2026,1/19/2026,1/19/2026,Technical Communication,geliefert,Msi,Vertrieb
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000951_EngineeringModules_de-DE_en-GB.xml,,,Cmi,EN,John,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000951_de-DE_en-GB.xml,1/12/2026,1/19/2026,1/19/2026,Technical Communication,geliefert,Msi,Vertrieb
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000948_EngineeringModules_de-DE_es-ES.xml,,,Cmi,Es,Helena,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000948_de-DE_es-ES.xml\untranslated,1/12/2026,1/16/2026,1/19/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000947_EngineeringModules_de-DE_fr-FR.Fragments.xml,,,Cmi,Fr,Martine,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000947_de-DE_fr-FR.xml\untranslated,1/12/2026,1/16/2026,1/19/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000949_EngineeringModules_de-DE_it-IT.Fragments.xml,,,Cmi,It,Laura,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000949_de-DE_it-IT.xml\untranslated,1/12/2026,1/20/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000949_EngineeringModules_de-DE_it-IT.xml,,,Cmi,It,Laura,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000949_de-DE_it-IT.xml\untranslated,1/12/2026,1/20/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000950_EngineeringModules_de-DE_nl-NL.Fragments.xml,,,Cmi,Nl,Angelique,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000950_de-DE_nl-NL.xml\untranslated,1/12/2026,1/23/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000950_EngineeringModules_de-DE_nl-NL.xml,,,Cmi,Nl,Angelique,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000950_de-DE_nl-NL.xml\untranslated,1/12/2026,1/23/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000948_EngineeringModules_de-DE_es-ES.Fragments.xml,,,Cmi,Es,Helena,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000948_de-DE_es-ES.xml\untranslated,1/12/2026,1/16/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
OH_FB_s24p2_v7-2026-01-12_D-00000084_T-00000947_EngineeringModules_de-DE_fr-FR.xml,,,Cmi,Fr,Martine,,Mail,Z:\International\Tico\work\2026-01-12_D-00000084_T-00000947_de-DE_fr-FR.xml\untranslated,1/12/2026,1/16/2026,1/23/2026,Technical Communication,geliefert,Msi,D2C
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/13/2026,1/13/2026,Sales Marketing,geliefert,Hme,D2C"
"Whitepaper-de.docx,26,,PSe,Es,Alba,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/16/2026,1/16/2026,Channel Sales,geliefert,FSc,D2C"
"Whitepaper-de.docx,26,,PSe,It,Cristina,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/16/2026,1/16/2026,Channel Sales,geliefert,FSc,D2C"
"Whitepaper-de.docx,26,,PSe,Nl,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/16/2026,1/16/2026,Channel Sales,geliefert,FSc,D2C"
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,EN,Susan,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/21/2026,1/21/2026,Sales Marketing,geliefert,Hme,D2C"
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,FR,Marie,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/21/2026,1/21/2026,Sales Marketing,geliefert,Hme,Entwicklung"
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,NL,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/21/2026,1/21/2026,Sales Marketing,geliefert,Hme,Vertrieb"
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,ES,Alba,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/21/2026,1/21/2026,Sales Marketing,geliefert,Hme,Entwicklung"
"20260113_Ankuendigung_FRITZ!Box 4630_Edition_International_DE_Final.docx,734,,Apa,IT,Cristina,Laura,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/13/2026,1/21/2026,1/21/2026,Sales Marketing,geliefert,Hme,Entwicklung"
"20260114_MyFRITZ 3.0 Beschreibungstext AppStores_DE.docx,313,,OKE,EN,Susan,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/19/2026,1/20/2026,Channel Sales,geliefert,Hme,Entwicklung"
"20260114_MyFRITZ 3.0 Beschreibungstext AppStores_DE.docx,313,,OKE,FR,Marie,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/19/2026,1/20/2026,Channel Sales,geliefert,Hme,Entwicklung"
"20260114_MyFRITZ 3.0 Beschreibungstext AppStores_DE.docx,313,,OKE,IT,Cristina,Laura,Mail,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.01"",1/14/2026,1/19/2026,1/20/2026,Channel Sales,geliefert,Hme,Entwicklung"
"20260114_MyFRITZ 3.0 Beschreibungstext AppStores_DE.docx,313,,OKE,NL,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/19/2026,1/20/2026,Channel Sales,geliefert,Hme,Entwicklung"
"Launch-Kampagne CH - Textassets_ Fritz_REG140126.xlsx,,,REG,DE,Franziska,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/23/2026,1/23/2026,D2C Ecommerce,geliefert,Hme,Entwicklung"
"Launch-Kampagne CH - Textassets_ Fritz_REG140126.xlsx,,,REG,IT,Laura,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/23/2026,1/23/2026,D2C Ecommerce,geliefert,Hme,Vertrieb"
"Launch-Kampagne CH - Textassets_ Fritz_REG140126.xlsx,,,REG,FR,Marie,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/14/2026,1/23/2026,1/23/2026,D2C Ecommerce,ausgecheckt,Hme,Vertrieb"
MyFapp_20260115-de.xliff,11873,,TBh,DE,Franziska,,jazz,Z:\Produkte\F!Apps\FappMyF\GUI\iOS\deutsch\2026.01,1/15/2026,1/16/2026,1/16/2026,User Interface & Clients,geliefert,FSc,Vertrieb
Amazon_Content_Rest-de.docx,4309,,JBL,EN,John,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/20/2026,1/20/2026,D2C Ecommerce,geliefert,FSc,Vertrieb
Amazon_Content_Rest-de.docx,4309,,JBl,Es,Alba,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/20/2026,1/20/2026,D2C Ecommerce,geliefert,FSc,Vertrieb
Amazon_Content_Rest-de.docx,4309,,JBl,Fr,Marie,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/20/2026,1/20/2026,D2C Ecommerce,geliefert,FSc,Vertrieb
Amazon_Content_Rest-de.docx,4309,,JBl,It,Cristina,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/20/2026,1/20/2026,D2C Ecommerce,geliefert,FSc,Support
Amazon_Content_Rest-de.docx,4309,,JBl,Nl,Angelique,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/20/2026,1/20/2026,D2C Ecommerce,geliefert,FSc,
Amazon_Content_Rest-de.docx,4309,,JBl,Pl,Yabylon,,Mail,Z:\Produkte\D2C\deutsch\2026.01,1/15/2026,1/21/2026,1/21/2026,D2C Ecommerce,geliefert,FSc,
"Übersetzung Warenkorb Reminder-de.docx,115,,Atc,EN,John,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/15/2026,1/22/2026,1/22/2026,D2C Ecommerce,geliefert,Hme,"
"Übersetzung Warenkorb Reminder-de.docx,115,,Atc,IT,Cristina,Laura,Mail,""Z:\Produkte\Texte Web, Marketing, etc\italienisch\2026.01"",1/15/2026,1/22/2026,1/22/2026,D2C Ecommerce,geliefert,Hme,"
"Übersetzung Warenkorb Reminder-de.docx,115,,Atc,NL,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/15/2026,1/22/2026,1/22/2026,D2C Ecommerce,geliefert,Hme,"
"Übersetzung Warenkorb Reminder-de.docx,115,,Atc,ES,Alba,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/15/2026,1/22/2026,1/22/2026,D2C Ecommerce,geliefert,Hme,"
"4442_nl-NL_produktvergleich_20260116-124329.xml,102,,PSe,NL,Angelique,,Mail,""Z:\Produkte\Texte Web, Marketing, etc\deutsch\2026.01"",1/16/2026,1/28/2026,1/30/2026,Channel Sales,geliefert,Hme,"
dsgvo-loeschanfrage-d2c-daten,131,,Jks,EN,Lisa,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/21/2026,1/21/2026,Kundenservice,geliefert,Rho,
dsgvo-loeschanfrage-d2c-daten,131,,Jks,IT,Laura,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/21/2026,1/21/2026,Kundenservice,geliefert,Rho,
dsgvo-loeschanfrage-d2c-daten,131,,Jks,NL,Angelique,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/20/2026,1/21/2026,Kundenservice,geliefert,Rho,
dsgvo-loeschanfrage-d2c-daten,131,,Jks,FR,Marie,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/20/2026,1/21/2026,Kundenservice,geliefert,Rho,
dsgvo-loeschanfrage-d2c-daten,131,,Jks,ES,Helena,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/20/2026,1/21/2026,Kundenservice,geliefert,Rho,Entwicklung
Makro 4248 Störungen auf der Gegenseite bei DECT-Telefonverbindungen,244,,Msw,EN,Lisa,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/22/2026,1/23/2026,Kundenservice 2nd Level,geliefert,Rho,Entwicklung
Makro 4248 Störungen auf der Gegenseite bei DECT-Telefonverbindungen,244,,Msw,NL,Angelique,,Mail,Z:\Produkte\Support-Aufträge\01.2026\16.01.26,1/16/2026,1/22/2026,1/23/2026,Kundenservice 2nd Level,,Rho,Entwicklung
" Autoresponder noreply_shop@fritz.com,66,,Jks,EN,John,,Mail,""""""Z:\Produkte\Support-Aufträge\01.2026\16.01.26"",1/16/2026,2/4/2026,2/6/2026,Kundenservice,geliefert,Rho,"
" Autoresponder noreply_shop@fritz.com,66,,Jks,IT,Laura,,Mail,""""""Z:\Produkte\Support-Aufträge\01.2026\16.01.26"",1/16/2026,2/4/2026,2/6/2026,Kundenservice,geliefert,Rho,"
